Country,Year,CO2 emission (Tons),AverageTemperature,% of World,Area
Canada,1933,2478841929.0,-6.116166666666666,6.10%,9984670.0
Canada,1934,2558755204.0,-5.207166666666667,6.10%,9984670.0
Canada,1935,2637550959.0,-5.557250000000001,6.10%,9984670.0
Canada,1936,2723714067.0,-5.971916666666666,6.10%,9984670.0
Canada,1937,2817197075.0,-4.545833333333333,6.10%,9984670.0
Canada,1938,2902740611.0,-4.025333333333333,6.10%,9984670.0
Canada,1939,2997744446.0,-4.918166666666667,6.10%,9984670.0
Canada,1940,3106366210.0,-3.9787500000000002,6.10%,9984670.0
Canada,1941,3226518047.0,-4.417333333333334,6.10%,9984670.0
Canada,1942,3357595457.0,-4.302833333333333,6.10%,9984670.0
Canada,1943,3495657610.0,-4.576083333333332,6.10%,9984670.0
Canada,1944,3636064812.0,-3.8503333333333334,6.10%,9984670.0
Canada,1945,3766585710.0,-5.003666666666667,6.10%,9984670.0
Canada,1946,3905007865.0,-5.049333333333333,6.10%,9984670.0
Canada,1947,4048555718.0,-4.402916666666666,6.10%,9984670.0
Canada,1948,4207062286.0,-4.888,6.10%,9984670.0
Canada,1949,4352084176.0,-4.948583333333334,6.10%,9984670.0
Canada,1950,4506217928.0,-5.952916666666667,6.10%,9984670.0
Canada,1951,4668895951.0,-5.393166666666666,6.10%,9984670.0
Canada,1952,4828304705.0,-3.984666666666667,6.10%,9984670.0
Canada,1953,4988912874.0,-3.957666666666667,6.10%,9984670.0
Canada,1954,5151880540.0,-4.726166666666667,6.10%,9984670.0
Canada,1955,5321353716.0,-4.945,6.10%,9984670.0
Canada,1956,5511156140.0,-5.61775,6.10%,9984670.0
Canada,1957,5693967572.0,-5.007916666666667,6.10%,9984670.0
Canada,1958,5876122762.0,-4.262250000000001,6.10%,9984670.0
Canada,1959,6060604116.0,-5.228,6.10%,9984670.0
Canada,1960,6253320291.0,-4.406833333333334,6.10%,9984670.0
Canada,1961,6447320985.0,-5.0681666666666665,6.10%,9984670.0
Canada,1962,6654311756.0,-4.873833333333333,6.10%,9984670.0
Canada,1963,6865222532.0,-4.6120833333333335,6.10%,9984670.0
Canada,1964,7102800265.0,-5.457000000000001,6.10%,9984670.0
Canada,1965,7354717260.0,-5.516666666666666,6.10%,9984670.0
Canada,1966,7613791631.0,-5.141333333333333,6.10%,9984670.0
Canada,1967,7895428667.0,-5.2820833333333335,6.10%,9984670.0
Canada,1968,8198690007.0,-4.6457500000000005,6.10%,9984670.0
Canada,1969,8505809212.0,-4.5023333333333335,6.10%,9984670.0
Canada,1970,8846986426.0,-5.103166666666667,6.10%,9984670.0
Canada,1971,9199273830.0,-4.869583333333334,6.10%,9984670.0
Canada,1972,9580065515.0,-6.802916666666667,6.10%,9984670.0
Canada,1973,9961338713.0,-4.1795,6.10%,9984670.0
Canada,1974,10350955628.0,-5.6410833333333334,6.10%,9984670.0
Canada,1975,10747742413.0,-4.945666666666667,6.10%,9984670.0
Canada,1976,11146704675.0,-4.790416666666667,6.10%,9984670.0
Canada,1977,11554495118.0,-3.84075,6.10%,9984670.0
Canada,1978,11970023770.0,-5.3004999999999995,6.10%,9984670.0
Canada,1979,12411700531.0,-5.00575,6.10%,9984670.0
Canada,1980,12854547405.0,-4.416916666666666,6.10%,9984670.0
Canada,1981,13284177125.0,-2.86725,6.10%,9984670.0
Canada,1982,13698632050.0,-5.875166666666668,6.10%,9984670.0
Canada,1983,14106970552.0,-4.75175,6.10%,9984670.0
Canada,1984,14532203882.0,-4.634250000000001,6.10%,9984670.0
Canada,1985,14953922577.0,-4.901166666666666,6.10%,9984670.0
Canada,1986,15358630527.0,-4.843916666666666,6.10%,9984670.0
Canada,1987,15789612586.0,-3.3433333333333333,6.10%,9984670.0
Canada,1988,16245281697.0,-4.125166666666666,6.10%,9984670.0
Canada,1989,16708166847.0,-5.073333333333333,6.10%,9984670.0
Canada,1990,17166174255.0,-5.021916666666667,6.10%,9984670.0
Canada,1991,17615873428.0,-4.426666666666667,6.10%,9984670.0
Canada,1992,18079394465.0,-4.928916666666667,6.10%,9984670.0
Canada,1993,18543387768.0,-4.4014999999999995,6.10%,9984670.0
Canada,1994,19021654839.0,-4.433666666666666,6.10%,9984670.0
Canada,1995,19512606219.0,-4.314333333333333,6.10%,9984670.0
Canada,1996,20019605839.0,-4.941166666666667,6.10%,9984670.0
Canada,1997,20540884285.0,-4.2315000000000005,6.10%,9984670.0
Canada,1998,21069871389.0,-2.553916666666666,6.10%,9984670.0
Canada,1999,21613601388.0,-3.1863333333333332,6.10%,9984670.0
Canada,2000,22180153682.0,-4.025916666666666,6.10%,9984670.0
Canada,2001,22739195847.0,-3.1000833333333326,6.10%,9984670.0
Canada,2002,23303865021.0,-4.362833333333334,6.10%,9984670.0
Canada,2003,23886208607.0,-3.8595000000000006,6.10%,9984670.0
Canada,2004,24466967376.0,-4.9230833333333335,6.10%,9984670.0
Canada,2005,25042819787.0,-3.30875,6.10%,9984670.0
Canada,2006,25614229550.0,-2.4601666666666664,6.10%,9984670.0
Canada,2007,26208894916.0,-4.0609166666666665,6.10%,9984670.0
Canada,2008,26788262055.0,-4.29525,6.10%,9984670.0
Canada,2009,27334872496.0,-4.135083333333333,6.10%,9984670.0
Canada,2010,27893676503.0,-1.8879166666666667,6.10%,9984670.0
Canada,2011,28463546701.0,-3.5570833333333334,6.10%,9984670.0
Canada,2012,29032809432.0,-3.176833333333334,6.10%,9984670.0
Canada,2013,29606508169.0,-1.640666666666667,6.10%,9984670.0
Cape Verde,1883,0.0,23.967454545454544,,
Cape Verde,1884,0.0,23.31266666666667,,
Cape Verde,1885,0.0,23.27325,,
Cape Verde,1886,0.0,23.32341666666667,,
Cape Verde,1887,0.0,23.531333333333333,,
Cape Verde,1888,0.0,23.9145,,
Cape Verde,1889,0.0,23.3155,,
Cape Verde,1890,0.0,23.5735,,
Cape Verde,1891,0.0,23.915499999999998,,
Cape Verde,1892,0.0,24.243916666666667,,
Cape Verde,1893,0.0,24.213333333333335,,
Cape Verde,1894,0.0,23.575666666666667,,
Cape Verde,1895,0.0,23.965,,
Cape Verde,1896,0.0,24.46575,,
Cape Verde,1897,0.0,24.271083333333333,,
Cape Verde,1898,0.0,23.944416666666665,,
Cape Verde,1899,0.0,24.815833333333334,,
Cape Verde,1900,0.0,24.051083333333334,,
Cape Verde,1901,0.0,24.214166666666667,,
Cape Verde,1902,0.0,24.15125,,
Cape Verde,1903,0.0,23.869083333333336,,
Cape Verde,1904,0.0,23.542833333333334,,
Cape Verde,1905,0.0,23.79416666666667,,
Cape Verde,1906,0.0,23.99591666666667,,
Cape Verde,1907,0.0,23.261333333333337,,
Cape Verde,1908,0.0,23.53125,,
Cape Verde,1909,0.0,23.884249999999998,,
Cape Verde,1910,0.0,24.368083333333335,,
Cape Verde,1911,0.0,23.674083333333332,,
Cape Verde,1912,0.0,23.907,,
Cape Verde,1913,0.0,23.512249999999998,,
Cape Verde,1914,0.0,23.795833333333334,,
Cape Verde,1915,0.0,24.512833333333333,,
Cape Verde,1916,0.0,23.89725,,
Cape Verde,1917,0.0,23.890249999999998,,
Cape Verde,1918,0.0,23.793333333333333,,
Cape Verde,1919,0.0,24.369,,
Cape Verde,1920,0.0,23.5005,,
Cape Verde,1921,0.0,23.90575,,
Cape Verde,1922,0.0,23.9425,,
Cape Verde,1923,0.0,23.991583333333335,,
Cape Verde,1924,0.0,24.044083333333333,,
Cape Verde,1925,0.0,24.067916666666665,,
Cape Verde,1926,0.0,24.90041666666667,,
Cape Verde,1927,0.0,24.486500000000003,,
Cape Verde,1928,0.0,24.128500000000003,,
Cape Verde,1929,0.0,24.347333333333335,,
Cape Verde,1930,0.0,24.012249999999998,,
Cape Verde,1931,0.0,24.116416666666666,,
Cape Verde,1932,0.0,24.30825,,
Cape Verde,1933,0.0,23.684916666666666,,
Cape Verde,1934,0.0,23.493666666666666,,
Cape Verde,1935,0.0,23.781499999999998,,
Cape Verde,1936,0.0,24.939333333333337,,
Cape Verde,1937,0.0,24.926166666666663,,
Cape Verde,1938,0.0,24.208916666666667,,
Cape Verde,1939,0.0,24.093333333333334,,
Cape Verde,1940,0.0,24.654916666666665,,
Cape Verde,1941,0.0,24.13575,,
Cape Verde,1942,0.0,23.99891666666667,,
Cape Verde,1943,0.0,23.962500000000002,,
Cape Verde,1944,0.0,24.220166666666668,,
Cape Verde,1945,0.0,24.551833333333335,,
Cape Verde,1946,0.0,24.193916666666667,,
Cape Verde,1947,0.0,24.037666666666667,,
Cape Verde,1948,0.0,24.142083333333332,,
Cape Verde,1949,0.0,24.129166666666666,,
Cape Verde,1950,102592.0,24.341333333333335,,
Cape Verde,1951,179536.0,24.065916666666666,,
Cape Verde,1952,216176.0,24.045,,
Cape Verde,1953,234496.0,24.326666666666668,,
Cape Verde,1954,256480.0,23.856166666666667,,
Cape Verde,1955,278464.0,24.500333333333334,,
Cape Verde,1956,307776.0,23.955416666666668,,
Cape Verde,1957,326096.0,23.934833333333334,,
Cape Verde,1958,340752.0,24.527333333333335,,
Cape Verde,1959,359042.0,23.761916666666668,,
Cape Verde,1960,380996.0,23.973166666666668,,
Cape Verde,1961,402950.0,24.292833333333334,,
Cape Verde,1962,421240.0,24.473833333333335,,
Cape Verde,1963,435866.0,24.468416666666666,,
Cape Verde,1964,465119.0,24.225166666666667,,
Cape Verde,1965,490708.0,23.938166666666664,,
Cape Verde,1966,512692.0,24.476416666666665,,
Cape Verde,1967,531012.0,24.034666666666666,,
Cape Verde,1968,560294.0,23.884416666666667,,
Cape Verde,1969,596875.0,24.966250000000002,,
Cape Verde,1970,633456.0,24.738416666666666,,
Cape Verde,1971,670066.0,24.013833333333334,,
Cape Verde,1972,721332.0,24.034166666666668,,
Cape Verde,1973,783561.0,24.451583333333332,,
Cape Verde,1974,849513.0,23.690583333333333,,
Cape Verde,1975,926457.0,24.033416666666668,,
Cape Verde,1976,999737.0,24.043833333333335,,
Cape Verde,1977,1080345.0,24.485250000000004,,
Cape Verde,1978,1288887.0,24.586833333333335,,
Cape Verde,1979,1538039.0,24.931833333333334,,
Cape Verde,1980,1658951.0,24.73325,,
Cape Verde,1981,1691927.0,24.634083333333333,,
Cape Verde,1982,1728567.0,24.19033333333333,,
Cape Verde,1983,1765207.0,24.748,,
Cape Verde,1984,1849479.0,24.37516666666667,,
Cape Verde,1985,1933751.0,24.343666666666667,,
Cape Verde,1986,1992375.0,24.190749999999998,,
Cape Verde,1987,2072983.0,24.926000000000002,,
Cape Verde,1988,2146263.0,24.618333333333336,,
Cape Verde,1989,2226871.0,24.567583333333335,,
Cape Verde,1990,2322135.0,24.745333333333335,,
Cape Verde,1991,2421063.0,24.631416666666667,,
Cape Verde,1992,2527319.0,24.68225,,
Cape Verde,1993,2637239.0,24.44966666666667,,
Cape Verde,1994,2750823.0,24.458833333333335,,
Cape Verde,1995,2871735.0,25.167333333333332,,
Cape Verde,1996,3014631.0,25.230666666666668,,
Cape Verde,1997,3161191.0,25.30616666666667,,
Cape Verde,1998,3318743.0,25.373666666666665,,
Cape Verde,1999,3501943.0,24.627,,
Cape Verde,2000,3718119.0,24.71591666666667,,
Cape Verde,2001,3952615.0,25.285583333333335,,
Cape Verde,2002,4227415.0,25.10466666666667,,
Cape Verde,2003,4535191.0,24.825666666666667,,
Cape Verde,2004,4864951.0,24.892916666666668,,
Cape Verde,2005,5304631.0,25.133,,
Cape Verde,2006,5777287.0,25.068416666666668,,
Cape Verde,2007,6282919.0,24.793666666666667,,
Cape Verde,2008,6751911.0,24.96975,,
Cape Verde,2009,7272199.0,24.599083333333336,,
Cape Verde,2010,7829127.0,25.83241666666667,,
Cape Verde,2011,8444679.0,25.308833333333336,,
Cape Verde,2012,8946647.0,25.1035,,
Cape Verde,2013,9441287.0,24.5305,,
Central African Republic,1883,0.0,24.713333333333335,0.40%,622984.0
Central African Republic,1884,0.0,24.455833333333334,0.40%,622984.0
Central African Republic,1885,0.0,24.6935,0.40%,622984.0
Central African Republic,1886,0.0,24.6005,0.40%,622984.0
Central African Republic,1887,0.0,24.343166666666665,0.40%,622984.0
Central African Republic,1888,0.0,24.562916666666666,0.40%,622984.0
Central African Republic,1889,0.0,25.007083333333338,0.40%,622984.0
Central African Republic,1890,0.0,24.430666666666667,0.40%,622984.0
Central African Republic,1891,0.0,24.618916666666667,0.40%,622984.0
Central African Republic,1892,0.0,24.756500000000003,0.40%,622984.0
Central African Republic,1893,0.0,24.512333333333334,0.40%,622984.0
Central African Republic,1894,0.0,24.84266666666667,0.40%,622984.0
Central African Republic,1895,0.0,24.761166666666668,0.40%,622984.0
Central African Republic,1896,0.0,24.825083333333335,0.40%,622984.0
Central African Republic,1897,0.0,25.12891666666667,0.40%,622984.0
Central African Republic,1898,0.0,25.00208333333333,0.40%,622984.0
Central African Republic,1899,0.0,25.074833333333334,0.40%,622984.0
Central African Republic,1900,0.0,25.053833333333333,0.40%,622984.0
Central African Republic,1901,0.0,25.808083333333332,0.40%,622984.0
Central African Republic,1902,0.0,24.988583333333334,0.40%,622984.0
Central African Republic,1903,0.0,25.010333333333335,0.40%,622984.0
Central African Republic,1904,0.0,24.30441666666667,0.40%,622984.0
Central African Republic,1905,0.0,24.96766666666667,0.40%,622984.0
Central African Republic,1906,0.0,24.7105,0.40%,622984.0
Central African Republic,1907,0.0,24.974083333333336,0.40%,622984.0
Central African Republic,1908,0.0,24.729333333333333,0.40%,622984.0
Central African Republic,1909,0.0,24.626250000000002,0.40%,622984.0
Central African Republic,1910,0.0,24.37591666666667,0.40%,622984.0
Central African Republic,1911,0.0,24.69633333333333,0.40%,622984.0
Central African Republic,1912,0.0,25.194833333333335,0.40%,622984.0
Central African Republic,1913,0.0,25.178749999999997,0.40%,622984.0
Central African Republic,1914,0.0,25.884,0.40%,622984.0
Central African Republic,1915,0.0,25.479,0.40%,622984.0
Central African Republic,1916,0.0,24.84875,0.40%,622984.0
Central African Republic,1917,0.0,24.845916666666668,0.40%,622984.0
Central African Republic,1918,0.0,24.891833333333334,0.40%,622984.0
Central African Republic,1919,0.0,25.55116666666667,0.40%,622984.0
Central African Republic,1920,0.0,24.526750000000003,0.40%,622984.0
Central African Republic,1921,0.0,25.196083333333334,0.40%,622984.0
Central African Republic,1922,0.0,24.744583333333335,0.40%,622984.0
Central African Republic,1923,0.0,25.004416666666668,0.40%,622984.0
Central African Republic,1924,0.0,25.482166666666668,0.40%,622984.0
Central African Republic,1925,0.0,25.149500000000003,0.40%,622984.0
Central African Republic,1926,0.0,25.424833333333336,0.40%,622984.0
Central African Republic,1927,0.0,25.566666666666666,0.40%,622984.0
Central African Republic,1928,0.0,25.54375,0.40%,622984.0
Central African Republic,1929,0.0,25.00883333333333,0.40%,622984.0
Central African Republic,1930,0.0,25.220583333333334,0.40%,622984.0
Central African Republic,1931,0.0,25.894666666666666,0.40%,622984.0
Central African Republic,1932,0.0,25.365083333333335,0.40%,622984.0
Central African Republic,1933,0.0,25.730999999999998,0.40%,622984.0
Central African Republic,1934,0.0,25.278000000000002,0.40%,622984.0
Central African Republic,1935,0.0,25.56425,0.40%,622984.0
Central African Republic,1936,0.0,25.586166666666667,0.40%,622984.0
Central African Republic,1937,0.0,25.523416666666666,0.40%,622984.0
Central African Republic,1938,0.0,25.679833333333335,0.40%,622984.0
Central African Republic,1939,0.0,25.326666666666668,0.40%,622984.0
Central African Republic,1940,0.0,25.435666666666666,0.40%,622984.0
Central African Republic,1941,0.0,26.019500000000004,0.40%,622984.0
Central African Republic,1942,0.0,25.941083333333335,0.40%,622984.0
Central African Republic,1943,0.0,25.33366666666667,0.40%,622984.0
Central African Republic,1944,0.0,25.415583333333334,0.40%,622984.0
Central African Republic,1945,0.0,25.501666666666665,0.40%,622984.0
Central African Republic,1946,0.0,25.346500000000002,0.40%,622984.0
Central African Republic,1947,0.0,25.621916666666667,0.40%,622984.0
Central African Republic,1948,0.0,25.34358333333333,0.40%,622984.0
Central African Republic,1949,0.0,25.484333333333336,0.40%,622984.0
Central African Republic,1950,0.0,25.25191666666667,0.40%,622984.0
Central African Republic,1951,0.0,25.342333333333332,0.40%,622984.0
Central African Republic,1952,0.0,25.617416666666667,0.40%,622984.0
Central African Republic,1953,0.0,25.49683333333333,0.40%,622984.0
Central African Republic,1954,0.0,25.295083333333334,0.40%,622984.0
Central African Republic,1955,0.0,24.885500000000004,0.40%,622984.0
Central African Republic,1956,0.0,25.050833333333333,0.40%,622984.0
Central African Republic,1957,0.0,25.254500000000004,0.40%,622984.0
Central African Republic,1958,0.0,25.669,0.40%,622984.0
Central African Republic,1959,98928.0,25.401916666666665,0.40%,622984.0
Central African Republic,1960,186864.0,25.402500000000003,0.40%,622984.0
Central African Republic,1961,274800.0,25.11175,0.40%,622984.0
Central African Republic,1962,348080.0,25.129166666666666,0.40%,622984.0
Central African Republic,1963,421360.0,25.34675,0.40%,622984.0
Central African Republic,1964,494640.0,25.15275,0.40%,622984.0
Central African Republic,1965,582576.0,25.27208333333333,0.40%,622984.0
Central African Republic,1966,666848.0,25.361083333333337,0.40%,622984.0
Central African Republic,1967,758448.0,25.114416666666667,0.40%,622984.0
Central African Republic,1968,941648.0,25.143833333333333,0.40%,622984.0
Central African Republic,1969,1128512.0,25.48466666666667,0.40%,622984.0
Central African Republic,1970,1337360.0,25.42975,0.40%,622984.0
Central African Republic,1971,1520560.0,25.10066666666667,0.40%,622984.0
Central African Republic,1972,1689104.0,25.45141666666667,0.40%,622984.0
Central African Republic,1973,1850320.0,25.804666666666666,0.40%,622984.0
Central African Republic,1974,1963904.0,25.142083333333336,0.40%,622984.0
Central African Republic,1975,2066496.0,25.26325,0.40%,622984.0
Central African Republic,1976,2194736.0,25.28616666666667,0.40%,622984.0
Central African Republic,1977,2322976.0,25.477,0.40%,622984.0
Central African Republic,1978,2469536.0,25.399,0.40%,622984.0
Central African Republic,1979,2572128.0,25.676583333333337,0.40%,622984.0
Central African Republic,1980,2678384.0,25.7865,0.40%,622984.0
Central African Republic,1981,2813952.0,25.276,0.40%,622984.0
Central African Republic,1982,2956848.0,25.257166666666667,0.40%,622984.0
Central African Republic,1983,3103408.0,25.590166666666665,0.40%,622984.0
Central African Republic,1984,3253632.0,25.295416666666668,0.40%,622984.0
Central African Republic,1985,3414848.0,25.308833333333336,0.40%,622984.0
Central African Republic,1986,3576064.0,25.50566666666667,0.40%,622984.0
Central African Republic,1987,3836208.0,25.867500000000003,0.40%,622984.0
Central African Republic,1988,4067040.0,25.534000000000002,0.40%,622984.0
Central African Republic,1989,4316192.0,25.31833333333333,0.40%,622984.0
Central African Republic,1990,4499392.0,25.71591666666667,0.40%,622984.0
Central African Republic,1991,4689920.0,25.699833333333334,0.40%,622984.0
Central African Republic,1992,4884112.0,25.092083333333335,0.40%,622984.0
Central African Republic,1993,5081968.0,25.74875,0.40%,622984.0
Central African Republic,1994,5290816.0,25.68275,0.40%,622984.0
Central African Republic,1995,5499664.0,25.631833333333333,0.40%,622984.0
Central African Republic,1996,5712176.0,25.717250000000003,0.40%,622984.0
Central African Republic,1997,5928352.0,26.042666666666666,0.40%,622984.0
Central African Republic,1998,6148192.0,26.204333333333334,0.40%,622984.0
Central African Republic,1999,6379024.0,25.46941666666667,0.40%,622984.0
Central African Republic,2000,6613520.0,25.613333333333333,0.40%,622984.0
Central African Republic,2001,6859008.0,25.710166666666666,0.40%,622984.0
Central African Republic,2002,7100832.0,25.81941666666667,0.40%,622984.0
Central African Republic,2003,7324336.0,26.014833333333332,0.40%,622984.0
Central African Republic,2004,7544176.0,26.14,0.40%,622984.0
Central African Republic,2005,7760352.0,26.332166666666666,0.40%,622984.0
Central African Republic,2006,7987520.0,26.205083333333334,0.40%,622984.0
Central African Republic,2007,8218352.0,26.067833333333336,0.40%,622984.0
Central African Republic,2008,8383232.0,25.968666666666667,0.40%,622984.0
Central African Republic,2009,8544448.0,26.51091666666667,0.40%,622984.0
Central African Republic,2010,8712992.0,26.329833333333337,0.40%,622984.0
Central African Republic,2011,8899856.0,25.63875,0.40%,622984.0
Central African Republic,2012,9090384.0,25.6395,0.40%,622984.0
Central African Republic,2013,9207632.0,26.210875,0.40%,622984.0
Chad,1883,0.0,26.474416666666666,0.80%,1284000.0
Chad,1884,0.0,26.151083333333332,0.80%,1284000.0
Chad,1885,0.0,26.3565,0.80%,1284000.0
Chad,1886,0.0,26.15816666666667,0.80%,1284000.0
Chad,1887,0.0,26.306833333333334,0.80%,1284000.0
Chad,1888,0.0,26.494666666666664,0.80%,1284000.0
Chad,1889,0.0,26.742,0.80%,1284000.0
Chad,1890,0.0,26.300916666666666,0.80%,1284000.0
Chad,1891,0.0,26.538666666666668,0.80%,1284000.0
Chad,1892,0.0,26.657666666666668,0.80%,1284000.0
Chad,1893,0.0,26.387833333333333,0.80%,1284000.0
Chad,1894,0.0,26.69425,0.80%,1284000.0
Chad,1895,0.0,26.74291666666667,0.80%,1284000.0
Chad,1896,0.0,26.741333333333333,0.80%,1284000.0
Chad,1897,0.0,26.927916666666665,0.80%,1284000.0
Chad,1898,0.0,26.78191666666667,0.80%,1284000.0
Chad,1899,0.0,26.824833333333334,0.80%,1284000.0
Chad,1900,0.0,26.84783333333333,0.80%,1284000.0
Chad,1901,0.0,27.386499999999998,0.80%,1284000.0
Chad,1902,0.0,26.751833333333334,0.80%,1284000.0
Chad,1903,0.0,26.552833333333336,0.80%,1284000.0
Chad,1904,0.0,26.193749999999998,0.80%,1284000.0
Chad,1905,0.0,26.74566666666667,0.80%,1284000.0
Chad,1906,0.0,26.716166666666666,0.80%,1284000.0
Chad,1907,0.0,26.50316666666667,0.80%,1284000.0
Chad,1908,0.0,26.606333333333335,0.80%,1284000.0
Chad,1909,0.0,26.77208333333333,0.80%,1284000.0
Chad,1910,0.0,26.042666666666666,0.80%,1284000.0
Chad,1911,0.0,26.51125,0.80%,1284000.0
Chad,1912,0.0,26.517333333333337,0.80%,1284000.0
Chad,1913,0.0,26.912499999999998,0.80%,1284000.0
Chad,1914,0.0,27.869083333333336,0.80%,1284000.0
Chad,1915,0.0,27.4935,0.80%,1284000.0
Chad,1916,0.0,26.736416666666667,0.80%,1284000.0
Chad,1917,0.0,26.778750000000002,0.80%,1284000.0
Chad,1918,0.0,27.085083333333333,0.80%,1284000.0
Chad,1919,0.0,27.57075,0.80%,1284000.0
Chad,1920,0.0,26.17725,0.80%,1284000.0
Chad,1921,0.0,26.920916666666667,0.80%,1284000.0
Chad,1922,0.0,26.69175,0.80%,1284000.0
Chad,1923,0.0,26.78391666666667,0.80%,1284000.0
Chad,1924,0.0,27.32316666666667,0.80%,1284000.0
Chad,1925,0.0,27.2205,0.80%,1284000.0
Chad,1926,0.0,27.43958333333333,0.80%,1284000.0
Chad,1927,0.0,27.148833333333332,0.80%,1284000.0
Chad,1928,0.0,27.59575,0.80%,1284000.0
Chad,1929,0.0,26.87275,0.80%,1284000.0
Chad,1930,0.0,27.118750000000002,0.80%,1284000.0
Chad,1931,0.0,27.96825,0.80%,1284000.0
Chad,1932,0.0,27.508583333333334,0.80%,1284000.0
Chad,1933,0.0,27.81566666666667,0.80%,1284000.0
Chad,1934,0.0,27.107,0.80%,1284000.0
Chad,1935,0.0,27.172916666666666,0.80%,1284000.0
Chad,1936,0.0,27.26991666666667,0.80%,1284000.0
Chad,1937,0.0,27.209999999999997,0.80%,1284000.0
Chad,1938,0.0,27.383083333333335,0.80%,1284000.0
Chad,1939,0.0,27.412916666666664,0.80%,1284000.0
Chad,1940,0.0,27.464833333333335,0.80%,1284000.0
Chad,1941,0.0,28.066333333333333,0.80%,1284000.0
Chad,1942,0.0,27.8865,0.80%,1284000.0
Chad,1943,0.0,27.14925,0.80%,1284000.0
Chad,1944,0.0,27.11475,0.80%,1284000.0
Chad,1945,0.0,26.93975,0.80%,1284000.0
Chad,1946,0.0,27.07941666666667,0.80%,1284000.0
Chad,1947,0.0,27.447083333333335,0.80%,1284000.0
Chad,1948,0.0,26.89525,0.80%,1284000.0
Chad,1949,0.0,26.930000000000003,0.80%,1284000.0
Chad,1950,0.0,26.593083333333336,0.80%,1284000.0
Chad,1951,0.0,27.030333333333335,0.80%,1284000.0
Chad,1952,0.0,27.556,0.80%,1284000.0
Chad,1953,0.0,27.22758333333333,0.80%,1284000.0
Chad,1954,0.0,27.167749999999998,0.80%,1284000.0
Chad,1955,0.0,26.994083333333336,0.80%,1284000.0
Chad,1956,0.0,27.05116666666667,0.80%,1284000.0
Chad,1957,0.0,27.174333333333333,0.80%,1284000.0
Chad,1958,0.0,27.504500000000004,0.80%,1284000.0
Chad,1959,62288.0,26.968333333333334,0.80%,1284000.0
Chad,1960,117248.0,27.5235,0.80%,1284000.0
Chad,1961,168544.0,26.236583333333332,0.80%,1284000.0
Chad,1962,252816.0,27.104,0.80%,1284000.0
Chad,1963,344416.0,27.54791666666667,0.80%,1284000.0
Chad,1964,443344.0,26.979833333333335,0.80%,1284000.0
Chad,1965,549600.0,26.885500000000004,0.80%,1284000.0
Chad,1966,633872.0,27.007666666666665,0.80%,1284000.0
Chad,1967,751120.0,26.953333333333333,0.80%,1284000.0
Chad,1968,875696.0,27.059250000000002,0.80%,1284000.0
Chad,1969,1036912.0,27.898,0.80%,1284000.0
Chad,1970,1161488.0,27.020750000000003,0.80%,1284000.0
Chad,1971,1311712.0,26.913083333333333,0.80%,1284000.0
Chad,1972,1432624.0,27.451999999999998,0.80%,1284000.0
Chad,1973,1593840.0,27.709583333333338,0.80%,1284000.0
Chad,1974,1744064.0,26.89,0.80%,1284000.0
Chad,1975,1927264.0,26.98783333333333,0.80%,1284000.0
Chad,1976,2110464.0,27.487750000000002,0.80%,1284000.0
Chad,1977,2308320.0,26.827333333333332,0.80%,1284000.0
Chad,1978,2502512.0,27.110083333333336,0.80%,1284000.0
Chad,1979,2704032.0,27.551333333333332,0.80%,1284000.0
Chad,1980,2912880.0,27.480500000000003,0.80%,1284000.0
Chad,1981,3121728.0,27.194833333333335,0.80%,1284000.0
Chad,1982,3326912.0,27.259833333333333,0.80%,1284000.0
Chad,1983,3532096.0,27.139499999999998,0.80%,1284000.0
Chad,1984,3748272.0,27.563083333333335,0.80%,1284000.0
Chad,1985,3927808.0,27.412000000000003,0.80%,1284000.0
Chad,1986,4114672.0,27.55616666666667,0.80%,1284000.0
Chad,1987,4312528.0,27.659666666666666,0.80%,1284000.0
Chad,1988,4378480.0,27.32025,0.80%,1284000.0
Chad,1989,4481072.0,26.84,0.80%,1284000.0
Chad,1990,4858464.0,27.619250000000005,0.80%,1284000.0
Chad,1991,5243184.0,27.5535,0.80%,1284000.0
Chad,1992,5649888.0,26.919666666666668,0.80%,1284000.0
Chad,1993,6052928.0,27.612416666666665,0.80%,1284000.0
Chad,1994,6459632.0,27.261083333333332,0.80%,1284000.0
Chad,1995,6880992.0,27.461833333333335,0.80%,1284000.0
Chad,1996,7317008.0,27.7835,0.80%,1284000.0
Chad,1997,7767680.0,27.797416666666667,0.80%,1284000.0
Chad,1998,8229344.0,27.895833333333332,0.80%,1284000.0
Chad,1999,8705664.0,27.779833333333332,0.80%,1284000.0
Chad,2000,9192976.0,27.447833333333335,0.80%,1284000.0
Chad,2001,9694944.0,27.63525,0.80%,1284000.0
Chad,2002,10204240.0,27.772833333333335,0.80%,1284000.0
Chad,2003,10948032.0,27.878083333333336,0.80%,1284000.0
Chad,2004,11695488.0,28.017416666666666,0.80%,1284000.0
Chad,2005,12461264.0,28.211250000000003,0.80%,1284000.0
Chad,2006,13252688.0,28.048000000000002,0.80%,1284000.0
Chad,2007,14106400.0,27.860166666666668,0.80%,1284000.0
Chad,2008,15033392.0,27.7025,0.80%,1284000.0
Chad,2009,15975040.0,28.324250000000003,0.80%,1284000.0
Chad,2010,16971648.0,28.6965,0.80%,1284000.0
