year,latitude,longitude,type,acq_date,frp,brightness
2023,-22.94998,24.07267,0,2023-08-10,2.07,315.19
2023,7.99080,31.33816,0,2023-03-21,5.55,342.9
2023,-25.87889,25.31185,0,2023-08-15,4.38,340.08
2023,-6.68427,20.30788,0,2023-08-21,8.34,336.61
2023,-6.31658,-58.16616,0,2023-09-03,2.15,305.74
2023,-17.92888,126.62106,0,2023-10-29,3.68,308.1
2023,11.88978,6.63835,0,2023-12-25,0.39,296.96
2023,-5.10227,19.64803,0,2023-07-04,4.53,328.86
2023,-13.24239,26.08710,0,2023-08-27,16.96,346.37
2023,3.45560,29.95639,0,2023-03-22,4.88,332.83
2023,19.33475,56.47235,2,2023-04-17,1.12,340.43
2023,-16.39399,137.36580,0,2023-05-20,3.29,307.36
2023,44.66189,41.43830,0,2023-10-22,4.89,330.58
2023,65.94659,143.72012,0,2023-08-11,1.29,308.79
2023,54.49371,-123.65427,0,2023-09-15,9.51,356.01
2023,12.55371,-10.85596,0,2023-03-18,8.18,349.68
2023,38.64099,-108.34483,0,2023-08-08,2.71,348.57
2023,4.44417,16.47064,0,2023-02-08,7.5,346.34
2023,15.00930,98.04736,0,2023-04-04,1.88,311.27
2023,10.86844,-13.94981,0,2023-05-05,92.08,262.64
2023,-15.09721,32.94183,0,2023-09-06,2.67,336.03
2023,-13.77067,-45.82703,0,2023-02-02,9.65,346.17
2023,-36.57417,142.35802,0,2023-04-02,4.44,334.15
2023,-19.90453,126.43672,0,2023-09-07,53.53,344.39
2023,-2.79402,26.98889,0,2023-08-28,6.7,334.46
2023,51.00148,-119.83875,0,2023-07-30,85.55,348.61
2023,-3.84746,23.79511,0,2023-07-07,3.78,325.01
2023,-14.92799,144.48329,0,2023-12-03,6.8,338.94
2023,-14.70470,32.20029,0,2023-08-14,9.31,354.88
2023,-6.25000,15.00874,0,2023-09-21,5.35,334.77
2023,41.85355,67.88823,0,2023-02-28,2.13,330.55
2023,55.94512,-115.16549,0,2023-05-05,54.2,367
2023,-33.19099,149.17145,0,2023-08-25,0.43,297.4
2023,-16.83216,123.13744,0,2023-09-17,1.76,300.42
2023,21.23952,103.86234,0,2023-04-20,2.48,332.59
2023,18.34012,97.54865,0,2023-03-24,3.75,331.62
