year,latitude,longitude,type,acq_date,frp,brightness
2014,-25.98359,-57.84652,0,2014-02-03,9.52,336.46
2014,30.27790,47.36600,2,2014-06-18,12.17,349.64
2014,21.60485,93.54730,0,2014-03-07,20.57,367
2014,-11.55564,15.95037,0,2014-08-29,6.21,334.85
2014,-7.16273,16.54078,0,2014-07-07,20.84,367
2014,9.54384,-70.82137,0,2014-07-29,3.85,349.48
2014,21.86030,93.29315,0,2014-03-30,23.59,338.38
2014,30.02062,75.30578,0,2014-11-02,4.25,333.69
2014,11.23998,35.12803,0,2014-12-23,20.01,367
2014,22.23162,110.06128,0,2014-01-21,2.76,322.49
2014,33.24202,117.42850,0,2014-12-18,1.82,328.45
2014,-12.80743,23.98355,0,2014-07-19,16.39,367
2014,46.15347,53.40632,2,2014-05-05,89.24,367
2014,-3.22817,17.00484,0,2014-03-08,7.02,332.54
2014,-9.24604,-59.45598,0,2014-08-19,1.65,314.02
2014,14.89873,79.08733,0,2014-03-18,7.07,349.28
2014,-11.34228,132.32193,0,2014-08-28,19.52,367
2014,9.22705,-67.04382,0,2014-01-23,6.52,343
2014,-35.29929,141.92377,0,2014-01-20,186.01,367
2014,53.46104,36.33683,0,2014-03-30,9.04,335.73
2014,43.44620,46.53181,0,2014-08-25,7.37,338.92
2014,-7.77287,-47.38727,0,2014-09-14,2.29,305.41
2014,19.75443,95.75481,0,2014-03-09,3.55,331.58
2014,8.81521,31.95824,0,2014-12-15,2.46,319.49
2014,-7.61684,16.14147,0,2014-02-20,10.43,337.1
2014,-3.90161,19.39226,0,2014-08-19,12.25,338.69
2014,61.35589,108.43425,0,2014-07-24,4.69,327.42
2014,30.37502,74.86915,0,2014-05-07,4.3,352.25
2014,5.09579,26.39123,0,2014-12-13,1.88,332.04
2014,-13.64499,134.95529,0,2014-09-17,6.57,330.43
2014,-15.53962,145.07095,0,2014-09-19,1,310.94
2014,52.97275,33.28801,0,2014-03-12,2.4,330.92
2014,-6.87996,15.86265,0,2014-08-23,16.52,367
2014,55.43417,79.21387,0,2014-05-04,1.61,312.4
2014,-2.35518,112.79760,0,2014-08-31,11.39,350.83
2014,-15.73691,36.08791,0,2014-12-06,2.27,334.41
2014,46.02006,130.41734,0,2014-10-15,4.54,330.37
2014,-8.38754,20.74126,0,2014-05-07,1.98,326.65
2014,-15.22674,32.14738,0,2014-09-27,3.52,347.7
2014,35.94662,-89.71512,2,2014-10-29,1.07,303.54
2014,13.35171,-10.52351,0,2014-02-18,6.11,345.6
2014,16.07347,95.57764,0,2014-02-24,5.72,337.14
2014,13.06578,-16.44772,0,2014-03-27,7.89,343.81
2014,7.74811,26.85302,0,2014-12-18,8.24,367
2014,19.47683,-154.97252,0,2014-10-10,8.95,353.62
2014,-6.50096,32.04586,0,2014-07-20,7.42,348.19
2014,-5.59385,26.73432,0,2014-07-04,0.85,310.36
2014,8.29243,10.35573,0,2014-01-13,8.2,341.95
2014,64.86021,-16.92216,0,2014-12-06,1.82,305.8
2014,33.91956,12.68066,3,2014-12-22,2.31,328.57
2014,-13.52109,36.30264,0,2014-09-20,3.01,334.46
2014,64.05471,119.12664,0,2014-08-03,4.58,336
2014,27.51238,52.62560,2,2014-12-31,3.69,338.82
2014,6.25614,26.79776,0,2014-01-04,1.73,304.26
2014,12.71212,106.18839,0,2014-01-09,10.12,345.77
2014,-13.04528,23.52729,0,2014-07-13,16.08,367
2014,64.88705,-16.66063,0,2014-09-20,43.2,334.07
2014,45.89391,133.38060,0,2014-10-14,10.08,346.56
2014,-9.35264,31.41636,0,2014-08-22,16.92,367
2014,7.13427,9.73551,0,2014-03-18,7.29,338.77
2014,-35.34023,141.89415,0,2014-01-18,7.66,323.98
2014,-18.22136,44.95205,0,2014-08-18,6.36,367
2014,-10.93092,29.14710,0,2014-09-09,28.35,339.43
2014,-8.18026,22.08873,0,2014-06-12,7.75,367
2014,3.58958,19.80661,0,2014-02-18,3.97,332.51
2014,30.48405,50.48468,2,2014-11-14,1.93,331.46
2014,9.53398,22.20005,0,2014-12-01,23.27,367
2014,11.78073,34.97800,0,2014-12-04,26.24,335.39
2014,-13.75776,26.62970,0,2014-09-05,8.23,346.16
2014,-11.98367,132.95380,0,2014-08-09,8.62,343.94
2014,34.72186,134.81810,3,2014-05-31,1.71,316.13
2014,9.00443,-12.03239,0,2014-04-13,18.25,367
2014,39.30211,118.14661,0,2014-02-18,2.24,329.61
2014,5.47498,-66.00880,0,2014-03-06,1.75,307.79
2014,-11.32107,-55.29684,0,2014-08-20,6.52,334.63
2014,10.20819,-2.13802,0,2014-12-15,7.49,339.37
2014,5.15814,28.77902,0,2014-12-05,3.72,330.17
2014,-7.48428,24.48748,0,2014-05-24,4.46,344.64
2014,57.05955,9.98225,2,2014-09-18,2.31,306.91
2014,-14.97016,25.64561,0,2014-06-22,1.85,302.92
2014,5.59974,21.04047,0,2014-12-18,1.51,331.93
2014,-25.43974,28.88103,0,2014-07-23,21.39,367
2014,-6.12209,17.30166,0,2014-06-16,12.39,350.82
2014,8.76717,-69.54369,0,2014-03-22,5.27,336.75
2014,-19.96966,34.65848,0,2014-08-22,6.03,338.87
2014,3.96232,-72.28905,0,2014-02-08,14.89,367
2014,26.85466,55.85369,2,2014-03-16,2.18,336.07
2014,-15.43008,36.10473,0,2014-10-11,24.64,354.6
2014,9.77595,4.46311,0,2014-02-10,5.55,342.12
2014,6.39944,8.55050,0,2014-02-14,5.18,347.22
2014,-14.73737,37.71730,0,2014-08-29,6.87,337.54
2014,8.17021,-5.96590,0,2014-02-06,1.67,340.3
2014,51.64469,114.81496,0,2014-04-28,5.85,367
2014,9.77015,-12.23578,0,2014-02-05,6.88,346.32
2014,34.45490,133.43797,3,2014-11-04,1.81,297.51
2014,5.41546,17.77251,0,2014-01-03,11.81,343.72
2014,63.05972,124.37065,0,2014-07-18,1.21,306.41
2014,-2.64658,-79.52996,0,2014-11-19,9.18,367
2014,12.10897,-1.90829,0,2014-12-04,4.28,341.56
2014,-13.41094,134.47766,0,2014-07-24,22.19,345.98
2014,-17.11046,45.91459,0,2014-09-09,30.62,332.96
2014,-9.95206,39.66998,0,2014-12-19,1.76,330.46
2014,10.61611,4.73951,0,2014-03-09,5.03,344.93
2014,-15.83402,30.59508,0,2014-11-13,15.87,347.23
2014,-9.06831,35.15553,0,2014-09-17,6.19,318.57
2014,-6.71560,27.19037,0,2014-05-31,5.79,341.13
2014,27.63899,9.86867,2,2014-04-02,1.27,337.35
2014,-19.38375,34.84037,0,2014-09-26,5.28,337.97
2014,52.15651,10.40495,2,2014-11-17,2,342.23
2014,30.28158,47.36558,2,2014-05-17,19.29,347.48
2014,-12.63213,37.05660,0,2014-10-01,1.16,304.72
2014,10.38342,-10.56054,0,2014-04-10,12.17,349.61
2014,52.77688,103.74097,0,2014-04-04,11.73,367
2014,3.09620,31.95450,0,2014-12-30,1.6,302.56
2014,43.76347,25.64928,0,2014-10-04,5.61,347.7
2014,11.40754,-0.67643,0,2014-03-24,1.44,311.94
2014,64.03381,117.94762,0,2014-07-18,11.5,348.42
2014,0.21844,22.80867,0,2014-03-17,3.96,329.44
2014,58.07643,1.91005,3,2014-03-13,1.91,337.62
2014,8.43109,31.73227,0,2014-12-03,12.21,341.7
2014,7.36683,12.55912,0,2014-12-22,1.42,307.48
2014,53.34582,82.97840,0,2014-07-07,0.44,296.66
2014,-2.85933,105.77237,0,2014-11-09,1.88,304.4
2014,55.28114,61.45698,2,2014-06-13,12.53,340.65
2014,-15.81545,37.37086,0,2014-09-29,3.19,332.92
2014,-8.70927,24.67118,0,2014-08-08,10.55,344.07
2014,-6.33516,16.82268,0,2014-08-26,2.25,338.87
2014,7.23048,29.37560,0,2014-11-11,2.54,333.46
2014,-13.13420,32.69798,0,2014-09-12,3.27,330.19
2014,15.82349,78.88245,0,2014-03-26,2.78,334.91
2014,0.24564,102.92702,0,2014-02-05,5.81,326.73
2014,-3.12028,113.80002,0,2014-09-21,6.8,335.53
2014,-12.46586,-57.80618,0,2014-10-05,0.91,298.61
2014,-11.78012,132.73949,0,2014-08-06,24.32,351.49
2014,-5.16399,17.59794,0,2014-08-22,9.79,336.29
2014,-15.63717,16.97115,0,2014-09-16,10.27,340.46
2014,7.52863,-2.27973,0,2014-08-21,4.31,333.52
2014,6.17994,19.76394,0,2014-02-22,6.67,349.39
2014,-12.62383,-54.27068,0,2014-08-16,10.96,336.83
2014,48.21223,39.73258,0,2014-08-12,10.96,336.88
2014,4.97144,22.30080,0,2014-01-21,7.09,334.77
2014,-13.04075,132.34920,0,2014-06-12,5.43,348.95
2014,29.79135,104.63277,2,2014-03-18,0.94,297.24
2014,11.69829,104.84198,3,2014-01-18,1.61,314.54
2014,7.51935,23.54159,0,2014-01-20,2.97,336.6
2014,5.50693,29.53723,0,2014-12-28,58.32,352.38
2014,12.53279,-11.94573,0,2014-03-29,5.74,344.92
2014,24.37281,113.84322,0,2014-03-23,10.11,338.81
2014,47.99136,-103.01942,0,2014-09-15,2,310.51
2014,29.68166,101.44473,0,2014-04-19,27.67,344.63
2014,-9.15036,25.28790,0,2014-05-05,5.03,334.55
2014,-6.53775,19.99207,0,2014-07-17,31.06,334.74
2014,-9.87645,-58.32817,0,2014-08-21,5.08,332.58
2014,53.27959,-125.68742,0,2014-08-02,2.18,305.74
2014,38.55201,27.71615,0,2014-11-03,3.95,342.35
