year,latitude,longitude,type,acq_date,frp,brightness
2018,-18.53329,122.63045,0,2018-10-17,8.92,344.93
2018,-16.98447,19.32404,0,2018-08-09,4.4,351.67
2018,51.79284,127.40654,0,2018-04-10,3.03,332.89
2018,45.17199,19.58118,0,2018-10-04,3.19,328.56
2018,60.83167,96.92939,0,2018-07-12,8.78,349.94
2018,-4.43108,19.57905,0,2018-08-05,20.41,342.15
2018,10.03102,-65.45728,0,2018-04-07,4.77,330.24
2018,7.44981,28.27225,0,2018-11-18,9.66,347.35
2018,-5.61081,25.78652,0,2018-07-13,5.02,335.3
2018,-14.72536,30.10274,0,2018-08-15,1.93,305.72
2018,9.07598,19.58449,0,2018-11-08,4.24,346
2018,4.31543,8.36714,3,2018-01-22,0.63,317.6
2018,59.91973,-119.89931,0,2018-07-10,29.82,350.43
2018,-15.48615,39.88901,0,2018-08-28,4.3,334.58
2018,-30.77526,-59.13300,0,2018-06-24,1.09,302.77
2018,-4.62386,26.35863,0,2018-07-10,3.48,331.43
2018,5.68362,-65.84943,0,2018-02-01,2.22,318.09
2018,-17.71145,21.64644,0,2018-09-24,24.43,367
2018,-21.63771,44.40358,0,2018-04-30,9.77,350.08
2018,-12.56607,17.38401,0,2018-08-02,2.96,333.43
2018,-14.63249,20.27839,0,2018-09-13,91.11,367
2018,4.58448,14.91057,0,2018-01-04,2.23,330.81
2018,4.30109,17.89026,0,2018-01-30,16.68,345.66
2018,8.46503,29.04430,0,2018-01-22,71.66,348.84
2018,41.62596,-87.36436,3,2018-05-31,1.64,313.46
2018,-14.86664,40.47261,0,2018-10-20,8.51,332.2
2018,11.80637,108.48218,0,2018-04-15,0.34,296.16
2018,-15.01779,19.61922,0,2018-09-04,75.35,352.21
2018,6.31533,11.06947,0,2018-01-04,2.44,333.57
2018,10.40318,-11.14440,0,2018-03-12,5.94,331.45
2018,-15.51114,22.53399,0,2018-08-31,1.85,341.28
2018,8.01408,21.48558,0,2018-01-29,4.88,333.17
2018,6.99863,34.10213,0,2018-02-28,1.14,304.94
2018,-5.92208,-43.64196,0,2018-08-20,2.41,307.58
2018,25.12850,52.63166,3,2018-05-05,0.63,311.53
2018,-7.01730,33.78996,0,2018-08-27,6.82,348.52
2018,20.91051,71.45838,2,2018-09-16,0.98,308.45
2018,51.66698,-3.45099,0,2018-07-23,2.31,312.04
2018,9.80490,13.29851,0,2018-02-11,4.07,351.37
2018,64.76736,122.40060,0,2018-08-21,2.24,309.49
2018,-6.52400,24.61607,0,2018-07-09,30.26,367
2018,-15.16613,28.46081,0,2018-08-24,4.72,337.06
2018,18.40433,80.60364,0,2018-02-16,8.87,344.83
2018,-9.41009,27.13041,0,2018-09-14,8.45,342.81
2018,19.01510,94.82722,0,2018-03-10,8.53,348.43
2018,6.80626,33.76984,0,2018-12-05,38.79,341.84
2018,7.19705,32.61618,0,2018-11-26,2.53,332.48
2018,-16.01209,30.31879,0,2018-10-10,11.47,349.46
2018,10.12319,34.88919,0,2018-02-14,53.5,367
2018,16.89384,106.71313,0,2018-05-23,12.71,351.68
2018,18.26479,80.34004,0,2018-03-13,6.45,340.2
2018,-34.65564,-71.35071,0,2018-04-19,10.84,333.71
2018,-15.04669,15.38577,0,2018-09-13,6.03,345.25
2018,6.02033,34.42262,0,2018-11-22,9.81,340.43
2018,6.56866,2.04080,0,2018-03-17,8.51,336.13
2018,-25.33287,131.27335,0,2018-07-19,11.95,356.01
2018,8.00942,28.71508,0,2018-01-07,5.08,333.7
2018,24.21765,49.11594,0,2018-05-24,7.29,346.56
2018,10.86180,-6.47955,0,2018-02-17,4.55,343.9
2018,-23.25471,33.58743,0,2018-08-12,3.5,340.45
2018,24.13161,52.70299,2,2018-08-25,2.63,325.78
2018,10.35844,-9.60454,0,2018-01-18,0.86,308.62
2018,8.70473,1.84779,0,2018-02-13,7.19,346.13
2018,9.94032,5.70007,0,2018-01-17,3.67,333.67
2018,-9.84611,147.55232,0,2018-08-07,19.47,338.44
2018,14.45932,104.94040,0,2018-02-15,3.26,333.21
2018,-6.82456,25.56095,0,2018-08-06,6.31,345.74
2018,11.09028,-72.66315,2,2018-12-11,1.29,307.21
2018,47.78999,-103.10147,0,2018-08-05,1.3,300.72
2018,8.00879,-6.72231,0,2018-01-19,6.5,367
2018,-26.70762,27.95479,2,2018-09-18,0.67,301.57
2018,6.22345,17.81633,0,2018-02-05,11.15,338.14
2018,-18.72158,46.51541,0,2018-04-15,4.71,330.01
2018,-11.78557,40.26637,0,2018-10-24,2.15,331.27
2018,5.47872,-70.10806,0,2018-03-03,1.04,312.45
2018,20.58523,-101.17776,2,2018-04-21,2.1,303.69
2018,12.60934,-12.57417,0,2018-03-05,20.79,355.15
2018,5.39678,30.25379,0,2018-11-25,9.76,343.64
2018,21.13006,82.08314,0,2018-01-11,8.9,340.92
2018,4.76390,17.36682,0,2018-12-11,19.24,353.92
2018,-16.60343,128.42624,0,2018-10-29,17.78,367
2018,9.65612,-63.53835,2,2018-11-10,5.43,316.73
2018,-11.26316,25.86927,0,2018-08-08,6.33,342.68
